id,order_id,address_type,line1,city,region,postal_code,country_code
5c30c1ed-1e32-46aa-b173-6019027db1d1,41138834-b74c-4295-8ab6-3c904317cba0,shipping,5182 Torres Key,South Paulton,FM,17699,US
bd8cafa0-53c8-457e-a766-05ce0ab8bf18,8c48813f-b6f7-4e84-9dcd-ef79fde5f998,shipping,421 Rebecca Islands,North Samantha,NY,23742,US
60f65d61-d6fd-4c8b-8ae1-1983d45580ba,b9570fc9-b1f9-4c44-b2ab-afaa24d36505,shipping,915 Kenneth Estates,Jeromeville,MT,22891,US
5bb3755e-a72c-4a72-aeeb-7df9a5209b4c,b9570fc9-b1f9-4c44-b2ab-afaa24d36505,billing,36002 Amber Pines Suite 663,Stephensfort,MS,06079,US
06102153-ee68-4c6a-912e-82d90eb61563,5c365c1a-9a58-4b21-82a8-7884365d8517,shipping,98036 Tyler Mount,Heatherview,ND,11584,US
b5798d39-cab6-456a-a99e-eddd360bfaf5,4c6b200e-934a-408e-be9d-720cbc60739f,shipping,27473 James Port,Port Karenchester,VI,86885,US
1201394e-e55a-4362-a649-5c34ce8e9fe3,1cae5e3d-453b-4ec3-b764-cbf96bdb7fc9,shipping,9845 Palmer Pike,New Claudia,ME,14604,US
9898e619-9960-4395-8bf4-87a4e3979ec1,42bd4f1f-07bd-457a-b894-c8e7c74a1e27,shipping,1563 Matthew Knolls,Melindaview,AK,86675,US
c25607a3-c136-4ea5-8c0a-d916b15cd308,2b188713-5ec2-4a08-a376-b48c3c57bb92,shipping,1446 Harris Meadow Apt. 246,Fryburgh,KS,40125,US
6e33c69c-584b-4160-8cda-807d506013d9,fd9e0b78-11d7-400a-bf23-a72cc9e6f6c7,shipping,2102 Taylor Trafficway,Port Karenport,WV,53395,US
9ad72f99-4fa8-4343-bcfe-7f4ceb310605,6fa85714-4f6c-4f4f-942b-d9d9f222acb4,shipping,3734 Caroline Islands,West Garyside,AL,40405,US
7594bffe-198c-4dc0-9fd0-a47499c40a2c,c7be8c1e-e0e4-48aa-af57-4c332f9df141,shipping,2744 Brian Forks Apt. 106,North Seanmouth,IN,08326,US
01d4d03c-31ed-4fa2-9f65-5c9210d3dfdc,c7be8c1e-e0e4-48aa-af57-4c332f9df141,billing,91140 Katie Extension,Cynthiastad,PA,12488,US
e8bed423-2501-4753-9c61-3e52973fd8a7,1742bba0-be16-402a-b5a4-9e2c91503790,shipping,31199 Dale Squares,Andersonport,IL,34830,US
11077b16-5a8a-4aea-9071-e04593ba6acc,495141aa-3f3a-4250-9a05-5e8cf3664738,shipping,0538 Mckay Place Apt. 676,Darrenmouth,VI,34880,US
d8ca50f1-a103-4089-85a5-59ec6115fd1c,43d29e6e-7300-4bab-8bca-bb458371b1d4,shipping,458 Casey Stream Suite 791,Brandonview,MT,83253,US
e1eb7fcb-7092-42ad-83ef-4de3892faaf2,43d29e6e-7300-4bab-8bca-bb458371b1d4,billing,04768 Kenneth Circles Suite 584,Westport,AZ,67281,US
2dc5315e-1b03-4391-a4de-e93a971c0c12,ffbffc13-21b0-4f0c-a8fe-e8662c6b5803,shipping,7354 Martinez Pine,Aaronhaven,DE,27549,US
d32328a1-407e-4fe5-a1b4-ef6e00f6290b,e2255131-073f-474f-b042-c2ecb7b29521,shipping,7328 Mitchell Path Apt. 098,Haleyborough,VI,50426,US
9ccbd5f5-6f2c-4dc0-a8b8-d2ec87541092,9a257a6d-789b-4250-9741-e7c139ec4c94,shipping,435 Gallagher Avenue,Cruzbury,IA,58436,US
6c5ec28b-eb94-46f1-a6f7-10fbe767a896,9a257a6d-789b-4250-9741-e7c139ec4c94,billing,8424 Michelle Groves,West Kimberlyfort,VI,47091,US
557dbcc7-7faf-4ab0-888b-d0acde29edba,f6364d40-8d70-4d25-9c83-f2e73131c55d,shipping,22255 Hayes Flats Suite 872,Stephenside,PW,10908,US
d67c5f63-8d77-4e7d-9cd9-8f02554246b3,9d9b4f2f-a73b-4195-a829-6afa81cc716f,shipping,1671 Beverly Ford Suite 677,Lake Brianburgh,MD,19542,US
b7a7a7f0-b0de-48ca-8afb-b7631d0c5291,1676bd7d-db73-424e-899f-1b7d17062218,shipping,693 Torres Landing Suite 045,Meganhaven,TX,85761,US
b4d009c4-1e9f-4a46-919d-270ec1d95f17,2ffd9af2-e824-432f-8bb4-ce57951a4348,shipping,53805 Corey Village Suite 013,Foxshire,IN,63459,US
a84171ee-a19c-4306-8e09-a74edebb77a2,66cd91bc-83b5-4085-b53b-92f1762d8b18,shipping,8599 Sandra Pine,Susanchester,IL,67184,US
c3c2a590-1549-4eed-a546-836b29e7bbdf,77bbdb3f-2dad-494a-9ea7-0f7ccf7716c2,shipping,84596 Fields Views,New Ryanberg,PR,64128,US
554feb56-3881-464c-bbde-9f0fda1465c8,f9ec1cac-a460-4e3f-b576-b62f0a5101a4,shipping,0706 Jeffrey Glen Apt. 009,Joshuamouth,VT,06070,US
9d0b83e0-de4c-48ff-aaa5-2a1cab5d8d16,9d8cbb41-97b3-4417-ac53-d50458ace10f,shipping,132 David Ford,West Benjaminberg,OR,16353,US
86873e74-7960-4595-9556-90483e0ce09d,9d8cbb41-97b3-4417-ac53-d50458ace10f,billing,79153 Gregory Station Suite 317,Jeffreyborough,GA,87548,US
bfe7c53a-a873-4b4f-be46-ed271b2faf3d,995029c3-b02b-4bc8-9a0c-48453c7cfc9b,shipping,804 Cooper Fork Apt. 936,Heathfurt,VA,21311,US
57a8e37f-ebfe-459e-a093-5c2ea1316bb7,13476fc4-98e9-44c6-b87e-84ff2f73d799,shipping,0094 Knapp Mall Suite 506,Salazarville,MP,74782,US
f3fd41a9-9c44-495f-b979-63e0845779e6,c7c52841-d091-469e-8625-e6ef13598fee,shipping,9518 Jasmine Street,Frederickshire,ME,17969,US
771f26c9-29aa-4284-9b13-c93ded0a1716,3bf58df4-d78e-408c-8ae4-ee225fd58107,shipping,101 John Spurs Apt. 263,Carrilloland,ID,47517,US
fcbb084e-edf1-486d-a855-776e5cda38f9,5277173f-e976-48ae-8274-43eaf42392e9,shipping,606 Tommy Common,Lake Joe,MO,92217,US
b4667839-657b-44c5-bf44-e8483bb76e90,4116622f-d45b-4838-9ba4-beea8ebdb2fe,shipping,7458 Kelly Corner Apt. 821,Teresabury,GA,50803,US
4bb5d08e-d999-4501-a2af-32b0d7570da6,af0d4b1c-fc0e-4d43-b9d4-04f8d71c318f,shipping,0027 Tanya Manor,East Linda,AZ,31136,US
28996232-c7b1-407b-8b90-0e1951aa04bf,4dd35bac-0ab4-4c7f-b622-65a510e2ca54,shipping,54150 Jonathan Viaduct,East Donna,NJ,40986,US
6eeb3d8c-1ad4-4565-90b1-a17fb52f0518,93f581fc-c7ab-44a3-9e24-057be96d02da,shipping,15839 Vincent Tunnel Suite 917,Weisstown,MT,30889,US
25f80dbb-48d6-45a2-8459-55f02ed2a903,77a5e1ee-9347-4663-ae56-b8848f85b239,shipping,66665 Walker Islands,Thomasland,KY,86809,US
54aa6d8f-41d9-4e64-b55d-8584d628ccea,7ac694d0-a9d2-4baf-bcc6-3e5c91c1a961,shipping,791 Russell Land,Lake Brandi,OH,86856,US
c50c7112-2df0-4aea-ae30-0ddb8c228fad,4567835b-4878-468a-8d01-59eda4631021,shipping,022 Baker Stravenue,Teresamouth,WY,71626,US
4fef62fd-65f9-4130-9dd1-a51b98f9177c,af3780ea-897d-4ed6-af98-f197013e91e0,shipping,02149 Carter Ridge,Danielport,FL,74821,US
de1caf15-f27b-4946-963f-b9276bdb9518,f74c80e0-458c-4c5a-a28d-8cbf109d5e3b,shipping,9324 Heather Ridges Suite 782,Buchananland,MT,48762,US
b43efb7b-45b4-4f18-80bb-62b73821f80b,010790be-ba8e-4402-a8ae-e46500e581e3,shipping,502 Danielle Terrace Apt. 247,Spencerburgh,NH,03147,US
5cd5355a-772c-458f-bd75-9d77e08f7fea,431941d1-bff3-4002-9be2-a100d86d40af,shipping,516 Robinson Prairie,Lake Cindy,MA,88648,US
2acf5fe8-341f-4b76-b882-83c65ca65430,a4b680de-788a-4f1f-97f2-9e4fc91dbc77,shipping,541 Farley Village Suite 602,Blackville,AZ,54070,US
606c4294-ad04-4aa9-a1a4-04c632efa97f,161d2da8-72fa-4b28-8b4e-02dbbd9cd015,shipping,9623 Anderson Trace,New Kevinshire,DE,94715,US
50e2480a-bb14-430b-9ea4-9e2104384a3d,1ab49b08-d90e-4ca6-b496-6fe143d08ad6,shipping,7088 Christopher Fort Apt. 701,Connorbury,MP,47184,US
acd49d0f-3c25-464d-84b0-457971ae8088,1ab49b08-d90e-4ca6-b496-6fe143d08ad6,billing,12798 Brown Glen,South Paulborough,WI,47972,US
3e0b414c-19c7-4c59-86d7-5ae9258e405b,22d8eb6f-4bd1-43eb-9ba4-05fe9b472c87,shipping,151 Snyder Run Apt. 404,Lake Margaret,MD,67002,US
2df692fe-3c40-44f5-85ae-a504a89d5cbd,22d8eb6f-4bd1-43eb-9ba4-05fe9b472c87,billing,882 Michael Hollow Apt. 151,Anaville,OH,42148,US
6d82f5c1-0826-4b7d-9ed4-3918113b1ba3,c51ed77f-0d06-4f49-8d2b-92a07a8c701b,shipping,25499 Jacob Vista Suite 032,Sanchezside,MP,62489,US
fdc49258-1cd5-498e-87ad-bbfc886b0a3b,4cd78a38-63b9-4fca-9f73-ca2db6e051f6,shipping,6072 Charlotte Pass,Lake Amber,CT,54505,US
4cc15686-aa0b-48a5-9be1-9fa19fa5d4ff,2876f6d7-f2f0-4add-a9df-fcbb75771d4a,shipping,62413 Velazquez Bridge,Evanbury,AR,84004,US
0bf23dec-6724-4832-9afd-5614a2e2417b,7b84fc9b-042d-4df7-8fdf-4557c8450af4,shipping,665 Brenda Green,Shannonchester,IN,63050,US
4488d162-3472-4ac1-99c7-076213d24ec2,8129982c-851c-43e9-87aa-bcd93e3081ab,shipping,1328 Jacob Landing Suite 673,South Tonya,OH,79339,US
1c38b0fd-8206-4bb7-b374-686a4e6178ff,8129982c-851c-43e9-87aa-bcd93e3081ab,billing,4283 Christopher Spur,Karenton,ND,89304,US
effed422-fa8f-46e3-9705-ea6e4379b58b,a7afbd0e-e8d5-4099-be61-3f810725932b,shipping,904 Jon Stream Suite 567,Dylanside,CO,71838,US
e86af579-c2fb-4ea5-bd61-6ea3e80a407a,08d54f8b-0869-4ebf-a477-9d13d5895060,shipping,296 Carrillo Lights Apt. 396,Lake Anthony,MS,82337,US
36974dc1-8798-49fb-82e4-7c6a5955a6b0,a3bfd0d6-823e-414a-b3a5-b163c63579b9,shipping,057 Kevin Fort,Owensmouth,UT,28866,US
f2279a19-f074-43bc-906c-62fb29ee5858,a3bfd0d6-823e-414a-b3a5-b163c63579b9,billing,05324 Castro Mission,Sanchezside,MI,32893,US
55dbd7b4-641d-4306-b2ec-9eb400a22794,57054f7e-3dcc-4b7d-995d-d0cd02c3607e,shipping,317 Flores Crossroad,Lake Julie,CA,72490,US
19f26492-d6be-4e82-a7e8-d96726a48cdd,486e1b41-f9ca-4ca7-b6ae-78c8b44f000b,shipping,258 Douglas Fort Apt. 874,New Mistyburgh,MI,36273,US
33d4374b-e250-4d9f-94f8-6b5c2f47d1b8,6ec74e7e-a2cb-4287-8f61-916dcde711b2,shipping,743 Harris Alley,Anaville,TN,65699,US
c14a02d9-34df-4ba7-a52b-477706aa53d5,c14bd7ba-1f46-472d-83ab-4c10045de03a,shipping,0496 Norma Station,South Aaronland,IL,72055,US
27fbbefb-9f22-4235-87ea-6e9f0556048a,c14bd7ba-1f46-472d-83ab-4c10045de03a,billing,3294 Patterson Spur,Kylehaven,NV,72745,US
bbfc7202-cd05-4c7c-b801-496ae0bd7a45,fc852cd3-68df-4544-a089-d459f30117a3,shipping,799 Warner Center Suite 371,New Jenniferville,AZ,46973,US
f0f2eb0d-91d7-4824-83bd-837689dc30ca,40786b8d-f637-4aac-aa7f-61f8e4878d44,shipping,01072 Walker Camp,Lake Tonymouth,OR,69360,US
ead27596-67a0-4f65-bc12-ce24d49a60f0,259b1c58-795c-4f19-8900-7adefa16cf99,shipping,3008 Todd Street,New Dalemouth,MT,66090,US
688d9d3a-13a0-4c85-a0f0-770f58e8e449,d9fd1532-d66f-4004-a384-18b0ad9e8774,shipping,405 Eddie Mount Suite 348,Port Nancyland,WV,60482,US
25cdf427-023b-4a87-a4e2-556676be5534,47473db5-153b-4f97-b0e9-5616106bf6c5,shipping,07297 Gregory Trail,East Gabriellaview,AS,32339,US
643550cb-59a7-4196-8466-f4ae128251f6,dcbcee2c-f179-4506-9bf8-11e4cfecb041,shipping,617 Logan Alley Suite 419,West Garrett,AR,38347,US
6bee0601-d9ed-4da6-bf5f-7f3fb36539ee,83dfa4c8-2187-4d99-a392-aa50b42f57a9,shipping,69498 Contreras Ridge Apt. 689,West Margaretmouth,MT,29214,US
b342039c-ec38-4b77-833b-da8baf5aa949,83dfa4c8-2187-4d99-a392-aa50b42f57a9,billing,37135 Beard River,Lake Traceyborough,CA,92305,US
1a5bd70f-e8ac-40a3-abcd-494a4f2c0a25,dd9caa1c-7c95-4cdc-ab1c-11389a06171f,shipping,93437 Parrish Forges Apt. 210,East Josephburgh,MI,99560,US
c8b5f296-a11f-4fd0-a6cf-2f37c20a149f,dd9caa1c-7c95-4cdc-ab1c-11389a06171f,billing,44059 Stephanie Pike Apt. 127,Port Robert,ID,58549,US
5ba3f19a-9479-42d0-ae68-ddcfa10a30be,8ad23843-3205-4e20-8e14-1c77711361c5,shipping,8068 Ian Branch,Bradleymouth,PR,99739,US
348665bc-0441-4a1b-abc5-5a7a14d644ac,2eb4df40-6bd7-497c-b36d-f36b1686f7bd,shipping,830 Evans Prairie,East Kathleenburgh,CT,18398,US
b7e649da-b801-4cc8-8c4a-4fd165008f66,604d77dc-0375-4cc1-9f56-8a9d4162e5f5,shipping,494 Conrad Squares Suite 114,North Christopherbury,NE,93674,US
fc06797e-ecb5-4606-8a86-7041cb8b86e8,73b5466a-e859-4bdd-b960-af977ab938a9,shipping,615 Sanchez Walk,Lake Derrickberg,WA,82920,US
8c144848-2640-494d-8e17-9bec0c763ebd,73b5466a-e859-4bdd-b960-af977ab938a9,billing,369 Franco Creek Apt. 612,Thompsontown,GA,01662,US
ab681f1d-8164-44e0-b31a-ce8b657a814b,8da79b4c-5db8-42c5-ae81-6c1107d06712,shipping,6940 Wallace Shoal,Meyersfurt,OH,73287,US
8abd469f-18ea-425b-b939-271bbfa24c69,8da79b4c-5db8-42c5-ae81-6c1107d06712,billing,21943 Tammy Tunnel Apt. 170,West Stevenborough,AZ,90391,US
4a192b1c-2899-4a7b-ae30-b7ced15e8f77,3ee08440-4eef-4bee-b22b-cc0087e76ce5,shipping,150 Kristen Station,Lake Stephanieshire,MD,53773,US
3e5e5cf1-2563-4d5e-bb39-bdefde33d875,6f2be4db-4eb1-4120-a31a-f07e3563d92d,shipping,97902 Walter Shore,Port Frank,TN,56193,US
62bab416-77bb-42df-a3db-3110861b6805,fb29e235-1f33-4535-9dac-12c8c34b4a37,shipping,937 Garcia Ranch Apt. 308,Kimside,CT,72974,US
db72d96a-276e-431c-8b33-54c996a1acae,38128dd7-c691-4eb9-8abf-058d4de03481,shipping,9375 Miller Passage Suite 715,East Sarahton,FL,10110,US
bfe853eb-9c57-4208-8773-1e5d09b689cd,38128dd7-c691-4eb9-8abf-058d4de03481,billing,5762 Brenda Parkway Suite 568,Smithside,OK,55115,US
caf5afae-2b50-4cbc-9774-39461dcceac3,0c8b0bba-841e-454d-8e99-c378c277316f,shipping,41474 Miguel Street Suite 757,Port Brittany,WI,51834,US
ce014490-57a0-45d0-b0b6-8a83cdfa2680,bbad157a-77e2-40cf-8d25-48fb94a01cd7,shipping,2743 Ryan Pines,Evanburgh,OH,95812,US
d86813b2-e0f9-4f34-8786-cd2ba0c1b046,f7d71d1a-3e92-4928-972f-4a971e3438b5,shipping,6694 Timothy Plain Apt. 316,Nguyenfurt,MS,67533,US
c536b84c-512a-494e-b820-5c8edfcee3c1,f7d71d1a-3e92-4928-972f-4a971e3438b5,billing,58183 Santiago Underpass Suite 249,Lake Cherylborough,NE,08010,US
ba6c8ac9-1f5b-4084-b1b5-7cee90d487a4,e7a7e878-f08d-4ff3-b52f-8f42596fc7a8,shipping,82246 Powell Fords Apt. 139,Lake Nathan,NY,98327,US
114ae8f9-faf1-413e-bdef-219effc86e57,54d4a0e4-60fd-4e9e-9144-235aade6dd62,shipping,2536 Nelson Estates Apt. 986,Reneemouth,MI,24084,US
260788ce-da6c-4308-8a37-fd310621fb4c,54d4a0e4-60fd-4e9e-9144-235aade6dd62,billing,62513 Michael Rest Suite 076,Rebeccachester,MT,36081,US
ec4347fe-b926-47bd-9c15-78bd5265e4a4,7425c4c6-a958-4ca4-a978-4e18d234a287,shipping,6144 Bruce Villages Suite 782,East Holly,VI,43235,US
7f605d42-4bcc-4b62-bb73-8bfb161c74be,4ee4d9f9-27ef-4ecf-b25a-444910b256d2,shipping,7336 Ayala Pike,Johnsonview,WI,22324,US
c8552fc5-1d25-44b5-9812-ef78dc11028c,b268782d-4596-4eaf-a87f-184f6f1a8a6a,shipping,69174 Hernandez Street,Dixonport,MN,25325,US
