id,customer_id,address_type,line1,city,region,postal_code,country_code,is_default
fd07aa08-7a6c-4615-b668-74f115e028d9,57476af2-aff3-4f50-9313-77926b1859bc,shipping,32285 Hughes Roads,Smithport,NM,03582,US,False
3153ff41-06fa-445d-b984-97f0539249c0,c50959f1-d990-44ff-837f-4062c769ae54,shipping,664 Walters Squares,North Lindaville,CO,85648,US,True
7abaef44-29a5-4c41-a8b1-240910f0bb16,7745384f-ccaa-4363-a18b-5e9ff0a824c0,shipping,38569 Rios Turnpike,Toddhaven,MP,72389,US,True
ef652e7f-0c0f-4b1a-91ff-f23e75685dee,5dbe3a93-bfd1-48f7-8040-dacc81b641f3,shipping,198 Kristi Harbor,Loganside,SD,18622,US,True
292ecbf4-b195-4567-bc8c-8f65f2352103,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,shipping,76365 Dickerson Harbors Suite 292,Port Cory,KY,31408,US,True
82ce2e2d-3b6e-4094-9979-e11ede433a8a,b2664ec9-be42-46bd-9f6d-073a50105636,billing,2902 Murray Square,West Frank,KY,47839,US,False
a926bc42-0d22-46a8-9bdf-0fee259f90ba,1bc088f8-fdf1-442f-9491-1287abc066d3,shipping,6741 Victoria Street,West Lindabury,VA,10246,US,False
b64192cf-246e-4d62-a110-103a2be32c1c,b169789c-d0e8-4853-819c-555646263d18,shipping,589 Anna Pines,Port Amandaside,IN,91424,US,True
b7dfac34-92ec-47f2-bef1-78e99476d599,f78c30cb-fcda-4209-9aea-0ae7ce4f7b81,shipping,83402 Ho Groves,Lake Tinaborough,ND,15729,US,True
25b346a2-8486-4f7c-9391-36fb40812bba,c9d0d7ff-0b5c-4b60-ac5e-0389909cf62a,shipping,63355 Hill Stravenue Suite 369,Yushire,IA,85104,US,True
0178e300-f7f4-4a10-a9c5-3de1792bb1a3,2f76575f-2d85-40ca-8f3b-82b14debc678,shipping,2696 Adams Ridges Apt. 649,Smithville,MO,77930,US,True
656375b4-207f-4e1b-99c7-b120285b9d7a,058a019d-da8d-434a-8e8b-621c3b214928,shipping,86716 David Ford,Ryanfort,GA,79630,US,True
5cec6157-0454-400a-9ee1-fd62d7130ecb,c958448f-45d7-416d-a358-45098ec2a9da,shipping,31261 Perez Via,West Jennifer,VT,73245,US,True
e4e52e1d-3dc3-4450-9209-f72d8b8bd668,be999c23-fb5b-4060-b4aa-bd50fe8ab5f6,shipping,65993 Emily Street,East Barryborough,AR,36807,US,True
09ad58eb-549b-415e-a459-7b06aee2ca38,058a019d-da8d-434a-8e8b-621c3b214928,shipping,387 Harris Divide Suite 169,New Mark,OK,64851,US,False
0241f90c-13eb-46ad-a66f-8556822fa535,4ed3232e-6117-4b38-9d59-265a217c91cf,shipping,5430 Knight Forges,Pereztown,AK,70514,US,True
e661de98-7484-48d8-b676-c449f21f39dd,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,billing,86376 Chapman Streets Apt. 624,Cannonland,LA,78920,US,False
4cb57465-888e-4df8-b960-82a0235ba71a,d9464bcd-0a19-4058-8fc1-bea843e6c339,shipping,294 Ortiz Islands Apt. 181,Port Sharonburgh,VI,04600,US,True
07b2f5f9-97fc-4376-b2ff-73c864a804d9,a5066e8e-de65-4798-9ed5-f6cae5f86031,billing,945 Greene Light,Smithtown,PA,86492,US,False
da298b6c-1c0b-484a-829b-62cc67897bb0,fe1ef2c8-17e9-4560-bca8-d42ce43d899f,shipping,9096 Sharon Lake,Irwinborough,AR,,US,True
17519129-0c0a-422d-9e79-cb982224cb89,7e52ce3f-191d-4d27-a0a8-76706fd6173c,shipping,580 Julia Flats Suite 359,Port Jenny,ID,,US,True
25208e2d-cf24-42d2-b2d5-5ef53ee27363,bbe9e834-7071-42d6-8970-aa7301b72ec2,shipping,365 Timothy Neck,Clarkburgh,SD,54358,US,True
32e788aa-08ef-47d7-947d-07040d04e23a,96aa3e1c-ce39-4f76-b813-c9b4d59c0cdc,shipping,46358 Madison Spur,Rodgershaven,PR,23869,US,True
e37e3197-8593-41df-bb20-5160a60bbd30,922d63c5-873c-4693-9775-df99ba006ccd,shipping,97150 Arnold Way,Port Robin,NH,48874,US,True
2b750dd5-864f-4774-9d07-950c0e9df3b1,12c154ff-46ac-45a7-921c-2404994ecc21,shipping,1124 Jennifer Lakes Suite 523,Clarkville,MA,84653,US,True
89a64ec3-b984-4dbb-a70c-760dc2261e5c,4a0fcf58-3784-4070-96a6-0925fc23e36f,billing,9972 Mccarty Spurs Apt. 677,Dawnberg,WA,01335,US,False
716b244f-0ba4-4e49-8ec0-8ff93d49f981,7aa35447-7686-43f7-bb98-14b1bc5fe250,shipping,03346 Alexander Street,Lake Rachelmouth,MN,01904,US,True
6b7084b7-e19c-4667-ad11-4c9f9fd33035,71f1cea1-588b-47f5-93c3-4e649541a9e4,shipping,157 Eddie Burgs,West Janetmouth,CO,26123,US,False
807d339a-8237-4b5a-90b7-c57d646bbb8d,125d87d5-a36a-4f4e-865c-3122386e88ca,shipping,61284 Clark Parkways Suite 547,Johnmouth,MA,28107,US,True
beac0174-b3e1-413d-ae7a-522fe743fb4f,400ec64f-461d-45c5-b45e-b5c8dc21b4e1,shipping,63459 Daniel Gateway,Port Brooke,MT,42365,US,True
47078921-e4e2-48d2-8ce2-1149ac05314e,73d9c423-e9d4-428f-bfaa-b073b2c1f454,billing,4485 Estrada Glen,Christopherville,VT,64142,US,False
547ea12a-56df-4195-bf3f-a2f2a3eeac66,19a91b0b-51dc-434f-978a-177588409f99,shipping,5759 Morris Port,North George,WA,78304,US,True
f26d8cbe-76c5-4e8b-ace8-5dd3c4f50596,cd8175bc-ff34-4742-8b86-61ec290e632f,shipping,82379 Christopher Lodge,Millsshire,WV,30966,US,True
9400ac59-42ec-44fc-9786-55f2fbaf6077,2f771a5a-3d76-48e3-985b-b7e91e092c46,shipping,7509 Mitchell Lights,Katherineberg,AZ,96789,US,True
46cf4ac2-77ca-4b58-ad77-e8bd077ed27c,b08f3b44-9c9f-407f-a89d-961068f5f58c,shipping,3136 Tammy Wells Suite 824,Pamelafurt,OR,55196,US,True
0344beb7-86a8-4a35-ac71-9d4bc167aa8e,430e5411-6ed3-439b-93c3-e885b2a37d0f,shipping,5064 Gonzalez Springs,West Jenniferbury,MP,58168,US,True
c165fd78-d753-48c6-9dda-ed58a56c1355,4675a031-3216-463d-8c4d-42ea1283bd56,billing,920 Vang Gateway,Smallton,MI,15363,US,False
07bd9521-1d21-4f8b-b0a8-ecb00ba8cfaa,23fd6560-8719-45ae-a5f0-6d81f0484750,shipping,2318 Aaron Cliff Suite 893,North Robert,KS,80897,US,True
bf727c59-313a-4152-8290-ccaf00922df4,05d8d4ba-5569-4f0e-985d-5f63fbfee659,shipping,67347 Clark Street Apt. 649,West Kellytown,WY,79790,US,True
28a7baec-3257-4f34-ac37-74308e5ae599,861181e6-5d97-48a8-bbe4-226caa976140,shipping,28801 Ellen Trail,Port Gina,MP,14122,US,True
ba604c6e-87d1-4850-9ac9-02e87548cd0f,19d5ac88-a8cd-46b8-9f3d-d5ef3a0adfe2,shipping,193 Sonia Village Suite 268,Henryview,TX,16261,US,True
c2a2d7ad-58f0-4632-8bf6-fbe38b792190,7863e37d-24c8-4e18-8730-ea7e2a65606d,shipping,963 Aguilar Road Suite 086,New Chelsealand,KS,93013,US,True
6842be3e-8be9-4a45-b309-f05bdd6b396e,7bb37398-522c-4b94-95aa-882d79ae2041,shipping,5506 Ryan Coves,Simsfort,NE,74081,US,True
251c752f-4182-4556-ab46-008a143fec5f,4ba45839-9bf9-4071-b1ca-52719a49c9fa,shipping,47323 Walsh Squares,Jessicaville,HI,66461,US,True
e9d3d29a-15fe-4069-bc56-4fb7bd694128,cc1816db-c3dd-4c16-8ea7-18fe313472b9,shipping,612 Stephen Isle,North Charlesburgh,WY,33519,US,True
d609e962-bfca-4e51-bc31-3b705975eb78,54c7fff7-8475-4ccd-a380-7e8187501723,shipping,8449 Rodriguez Crest Suite 318,Gonzalezhaven,AZ,61968,US,True
4ec0d865-c619-4757-b536-1b86d989b2be,f9f4d7f7-6884-4f0c-88d9-0d3432a666ca,shipping,0299 Scott Stravenue Apt. 669,South Jeremyberg,VI,37384,US,True
9e5d6e10-2448-41c6-83b4-6a095e48f3d0,5f22d013-c3f9-44a7-aeba-0975da12ffcc,shipping,621 Thomas Avenue Apt. 508,Lake Megan,MT,14725,US,True
e0221593-f29e-4183-a20b-bff873ca05c6,8fd99d74-d73b-4014-a8fa-a37b39befe36,shipping,71366 Schultz Mission Apt. 240,Lake Ashley,PA,04623,US,True
c0d6a8f2-7404-49bd-ac55-ae3d7944b869,8d5d45b6-2bf0-4380-85a0-b73fcbc86e94,shipping,50573 Ross Ridge Apt. 567,Lake Paulborough,VT,19265,US,True
35745a8f-a794-4206-88b5-de139fbb29ff,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,shipping,839 May Road,North Jessica,IN,84059,US,True
00d05361-02d4-4552-9638-a13cac6f3f4b,ef7f92e8-2f80-4e44-9e56-9ee276819791,shipping,128 Davis Square Suite 399,Lake Matthewfurt,SD,84662,US,False
